RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,RESOURCE_NAME,RESOURCE_TYPE,COMMODITY_TYPE,SCHED_MW,PRICE,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,01MARVEL_G01,G,Fr,30,5152.0829,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,01PNTBNG_U02,G,Fr,14,5152.0829,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,01SNMAN_BAT,G,Rd,46,5884.2889,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,01SNMAN_BAT,G,Ru,46,23000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,01S_ENRO_G01,G,Dr,110,5000.0796,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,01T_ASIA_G01,G,Dr,48,5000.0796,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,02TMOBIL_G01,G,Dr,45.30,5000.0796,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,02TMOBIL_G03,G,Dr,50,5000.0796,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03ALMNOS_BAT1,G,Rd,20,5884.2889,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03ALMNOS_BAT1,G,Ru,20,23000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03ALMNOS_BAT2,G,Rd,20,5884.2889,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03ALMNOS_BAT2,G,Ru,20,23000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03AVION_U01,G,Fr,0,5152.0829,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03AVION_U02,G,Dr,0,5000.0796,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03AVION_U02,G,Rd,0,5884.2889,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03AVION_U02,G,Ru,0,23000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03BACMAN_BAT,G,Rd,20,5884.2889,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03BACMAN_BAT,G,Ru,20,23000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03EERI_G02,G,Rd,11.92,5884.2889,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03EERI_G02,G,Ru,20,23000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03EERI_G03,G,Rd,11.88,5884.2889,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03EERI_G03,G,Ru,20,23000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03INGRID_GS1,G,Fr,28,5152.0829,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03INGRID_GS2,G,Fr,22,5152.0829,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03INGRID_GS3,G,Fr,22,5152.0829,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03INGRID_GS4,G,Fr,28,5152.0829,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03INGRID_GS5,G,Fr,22,5152.0829,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03INGRID_GS6,G,Fr,28,5152.0829,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03LUMBAN_BAT,G,Rd,21,5884.2889,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03LUMBAN_BAT,G,Ru,36.70,23000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03PAGBIL_G01,G,Fr,35,5152.0829,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CLUZ,03PAGBIL_G02,G,Fr,36,5152.0829,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,04CLBYBNK_G01,G,Dr,10.90,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,04IASMOD_G01,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,04IASMOD_G02,G,Dr,10,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,04IASMOD_G03,G,Dr,15,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,04IASMOD_G04,G,Fr,0,9306.5603,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,04IASMOD_G05,G,Fr,0,9306.5603,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,04IASMOD_G06,G,Fr,0,9306.5603,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,04ORMOC_BAT,G,Fr,38.60,9306.5603,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,04TONGO_BAT,G,Fr,0,9306.5603,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05CARMENDPP_U01,G,Dr,10,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05CARMENDPP_U02,G,Dr,10,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05CARMENDPP_U03,G,Dr,10,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05CEDC_U01,G,Rd,2.50,2000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05CEDC_U01,G,Ru,2.50,5441.5237,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05CEDC_U02,G,Fr,13.50,9306.5603,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05CEDC_U03,G,Fr,2.10,9306.5603,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05CPPC_U01,G,Dr,4,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05CPPC_U03,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05CPPC_U04,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05CPPC_U05,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05CPPC_U06,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05CPPC_U07,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05CPPC_U08,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05CPPC_U10,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05EAUC_U02,G,Fr,5,9306.5603,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05EAUC_U03,G,Rd,2,2000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05EAUC_U03,G,Ru,2.80,5441.5237,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05EAUC_U04,G,Rd,2,2000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05EAUC_U04,G,Ru,2.80,5441.5237,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05TOLEDO_BAT,G,Fr,19.30,9306.5603,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,05TPC_G02,G,Fr,0,9306.5603,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06CENPRI_U01,G,Dr,1.81,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06CENPRI_U02,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06CENPRI_U03,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06CENPRI_U04,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06CENPRI_U05,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06KABAN_BAT,G,Rd,22,2000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06KABAN_BAT,G,Ru,22,5441.5237,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06PAL1A_U01,G,Rd,0,2000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06PAL1A_U01,G,Ru,0,5441.5237,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06PAL1A_U03,G,Rd,0,2000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06PAL1A_U03,G,Ru,0,5441.5237,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06PAL2A_U02,G,Fr,8.90,9306.5603,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06PAL2A_U03,G,Rd,0,2000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06PAL2A_U03,G,Ru,0,5441.5237,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06SONEG_BAT,G,Rd,2.50,2000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,06SONEG_BAT,G,Ru,3,5441.5237,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,07BDPP_U01,G,Dr,4,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,07BDPP_U04,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,07BIDPP_G01,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,07TPLPB4_U01,G,Dr,7,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,07TPLPB4_U02,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,07TPLPB4_U04,G,Dr,7,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,07UBAY_BAT,G,Fr,17,9306.5603,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08NABASDPP_U01,G,Dr,3,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08NABASDPP_U02,G,Dr,3.40,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08PDPP1_U03,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08PDPP1_U05,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08PDPP3_C,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08PDPP3_E,G,Dr,9,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08PDPP3_G,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08PDPP3_H,G,Dr,0,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08PEDC_U01,G,Rd,7,2000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08PEDC_U01,G,Ru,5.94,5441.5237,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08PEDC_U02,G,Rd,3.10,2000,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08PEDC_U02,G,Ru,2.06,5441.5237,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08PEDC_U03,G,Fr,29.60,9306.5603,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08STBPB1_U01,G,Dr,5.70,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08STBPB1_U02,G,Dr,5.50,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CVIS,08STBPB1_U04,G,Dr,5.60,8000.0004,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,09JIMDSL_U01,G,Dr,7.46,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,09JIMDSL_U02,G,Dr,7.94,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,09PANABNK_U01,G,Dr,7.50,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,09PANABNK_U02,G,Dr,7.48,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,09SANGALI_BAT,G,Fr,1,85,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,09WMPC_U01,G,Dr,10,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,09WMPC_U03,G,Dr,10,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,09WMPC_U04,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,09WMPC_U05,G,Dr,10,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,09WMPC_U06,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,09WMPC_U08,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,09WMPC_U09,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,09WMPC_U10,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10AGUS1_U01,G,Fr,5,85,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10AGUS2_U01,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10AGUS2_U02,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10AGUS2_U03,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10AGUS4_U01,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10AGUS4_U02,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10AGUS4_U03,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10AGUS5_U02,G,Fr,0,85,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10AGUS7_U01,G,Fr,5,85,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10GNPK_U01,G,Fr,0,85,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10GNPK_U02,G,Fr,15,85,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10GNPK_U03,G,Fr,0,85,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10GNPK_U04,G,Fr,15,85,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP1_U01,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP1_U02,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP1_U03,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP1_U04,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP1_U05,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP1_U06,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP1_U07,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP1_U08,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP1_U09,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP1_U11,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP1_U12,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP2_U01,G,Dr,0.31,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP2_U02,G,Dr,0.30,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP2_U03,G,Dr,0.31,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP2_U04,G,Dr,0.29,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP2_U05,G,Dr,0.30,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP2_U06,G,Dr,0.31,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,10IDP2_U07,G,Dr,0.30,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,11JASA_BAT,G,Fr,0,85,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,11PULA4_U01,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,11PULA4_U03,G,Fr,10,85,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,11VILLA_BAT,G,Rd,2.50,24999.83,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,11VILLA_BAT,G,Ru,2.50,24999.83,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,12KEGTAN_G01,G,Dr,7.50,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,12TM2_U01,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,12TM2_U02,G,Dr,30,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,13DCPP_U01,G,Fr,0,85,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,13DCPP_U02,G,Fr,0,85,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,13MACO_BAT,G,Rd,15.35,24999.83,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,13MACO_BAT,G,Ru,15.35,24999.83,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,13MAGDBNK_U01,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,13MAGDBNK_U02,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,13MALITA_BAT,G,Rd,19,24999.83,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,13MALITA_BAT,G,Ru,19,24999.83,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,13MPCDIG_G01,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,13TM1_U01,G,Fr,49,85,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,13TM1_U02,G,Dr,0,0,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,14SARANG_U01,G,Fr,0,85,
7/5/2026,RTD,7/5/2026 12:05:00 AM,CMIN,14SARANG_U02,G,Fr,0,85,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01AMBUK_U02,G,Fr,31,5148.4661,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01AMBUK_U03,G,Dr,11.80,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01BAUANG_GS1,G,Dr,47.16,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01BAUANG_GS2,G,Dr,31.43,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01BAUANG_GS3,G,Dr,70,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01BINGA_U01,G,Dr,33,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01BINGA_U02,G,Dr,33,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01BINGA_U03,G,Dr,35,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01BINGA_U04,G,Dr,32,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01CIP2_G01,G,Dr,20,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01CNCEP_BAT,G,Fr,48.60,5148.4661,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01GAMU_BAT,G,Fr,35.60,5148.4661,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01GNPD_U01,G,Fr,41.23,5148.4661,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01GNPD_U02,G,Fr,46.07,5148.4661,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01LAMAO_BAT,G,Fr,44.50,5148.4661,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01LIMAY_BAT,G,Rd,30.80,5886.9851,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01LIMAY_BAT,G,Ru,0.72,23000,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01LIMAY_U01,G,Dr,0,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01LIMAY_U02,G,Dr,0,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01LIMAY_U03,G,Dr,52,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01LIMAY_U05,G,Dr,0,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01LIMAY_U06,G,Dr,49.31,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01MAGAT_BAT,G,Rd,29.90,5886.9851,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01MAGAT_BAT,G,Ru,29.28,23000,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01MAGAT_U01,G,Dr,0,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01MAGAT_U02,G,Fr,52,5148.4661,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01MAGAT_U03,G,Fr,52,5148.4661,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01MAGAT_U04,G,Fr,52,5148.4661,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01MARVEL_G01,G,Fr,30,5148.4661,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01PNTBNG_U02,G,Fr,14,5148.4661,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01SNMAN_BAT,G,Rd,46,5886.9851,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01SNMAN_BAT,G,Ru,46,23000,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01S_ENRO_G01,G,Dr,110,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,01T_ASIA_G01,G,Dr,48,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,02TMOBIL_G01,G,Dr,45.30,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,02TMOBIL_G03,G,Dr,50,2000.0796,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,03ALMNOS_BAT1,G,Rd,20,5886.9851,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,03ALMNOS_BAT1,G,Ru,20,23000,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,03ALMNOS_BAT2,G,Rd,20,5886.9851,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,03ALMNOS_BAT2,G,Ru,20,23000,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,03AVION_U01,G,Fr,0,5148.4661,
7/5/2026 12:05:00 AM,RTD,7/5/2026 12:10:00 AM,CLUZ,03AVION_U02,G,Dr,0,2000.0796,
